2021-05-05 10:20:45,737 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.capitalone.dashboard.auth.DefaultAuthenticationTest], using SpringBootContextLoader
2021-05-05 10:21:10,541 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/metadata/search/{searchIdentifier}/{value}],methods=[GET],produces=[application/json]}" onto public org.springframework.http.ResponseEntity com.capitalone.dashboard.rest.MetadataController.search(java.lang.String,java.lang.String) throws com.capitalone.dashboard.misc.HygieiaException
2021-05-05 10:21:10,542 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/performance/infrastructure],methods=[GET],produces=[application/json]}" onto public com.capitalone.dashboard.model.DataResponse<java.lang.Iterable<com.capitalone.dashboard.model.Performance>> com.capitalone.dashboard.rest.PerformanceController.searchAInfrastructurePerformance(com.capitalone.dashboard.request.PerformanceSearchRequest)
2021-05-05 10:21:10,542 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/performance/create],methods=[POST],consumes=[application/json],produces=[application/json]}" onto public org.springframework.http.ResponseEntity<java.lang.String> com.capitalone.dashboard.rest.PerformanceController.createPerformance(com.capitalone.dashboard.request.PerformanceCreateRequest) throws com.capitalone.dashboard.misc.HygieiaException
2021-05-05 10:21:10,542 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/performance],methods=[GET],produces=[application/json]}" onto public com.capitalone.dashboard.model.DataResponse<java.lang.Iterable<com.capitalone.dashboard.model.Performance>> com.capitalone.dashboard.rest.PerformanceController.performanceData(com.capitalone.dashboard.request.PerformanceSearchRequest)
2021-05-05 10:21:10,542 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/performance/application],methods=[GET],produces=[application/json]}" onto public com.capitalone.dashboard.model.DataResponse<java.lang.Iterable<com.capitalone.dashboard.model.Performance>> com.capitalone.dashboard.rest.PerformanceController.searchApplicationPerformance(com.capitalone.dashboard.request.PerformanceSearchRequest)
2021-05-05 10:21:10,543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/ping],methods=[GET],produces=[application/json]}" onto public org.springframework.http.ResponseEntity<java.lang.Boolean> com.capitalone.dashboard.rest.PingController.ping()
2021-05-05 10:21:10,543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/appinfo],methods=[GET],produces=[application/json]}" onto public org.springframework.http.ResponseEntity<java.lang.String> com.capitalone.dashboard.rest.PingController.getAppInfo()
2021-05-05 10:21:10,543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/findUser],methods=[GET],produces=[application/json]}" onto public org.springframework.http.ResponseEntity<java.lang.Boolean> com.capitalone.dashboard.rest.PingController.authenticatedPing()
2021-05-05 10:21:10,543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/pipeline],methods=[GET],produces=[application/json]}" onto public java.lang.Iterable<com.capitalone.dashboard.model.PipelineResponse> com.capitalone.dashboard.rest.PipelineController.searchPipelines(com.capitalone.dashboard.request.PipelineSearchRequest) throws com.capitalone.dashboard.misc.HygieiaException
2021-05-05 10:21:10,543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/rally],methods=[GET],produces=[application/json]}" onto public java.util.List<java.util.Map<java.lang.String, java.lang.Object>> com.capitalone.dashboard.rest.RallyFeatureController.getRallyWidgetData(com.capitalone.dashboard.request.RallyFeatureRequest,org.springframework.data.domain.Pageable)
2021-05-05 10:21:10,544 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/scopecollector/{collectorId}],methods=[GET],produces=[application/json]}" onto public java.util.List<com.capitalone.dashboard.model.Scope> com.capitalone.dashboard.rest.ScopeController.teamsByCollector(java.lang.String)
2021-05-05 10:21:10,544 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/scope],methods=[GET],produces=[application/json]}" onto public java.util.List<com.capitalone.dashboard.model.Scope> com.capitalone.dashboard.rest.ScopeController.allScopes()
2021-05-05 10:21:10,544 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/scopecollector/page/{collectorId}],methods=[GET],produces=[application/json]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.capitalone.dashboard.model.Scope>> com.capitalone.dashboard.rest.ScopeController.teamsByCollectorPage(java.lang.String,java.lang.String,org.springframework.data.domain.Pageable)
2021-05-05 10:21:10,544 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/scope/{scopeId}],methods=[GET],produces=[application/json]}" onto public com.capitalone.dashboard.model.DataResponse<java.util.List<com.capitalone.dashboard.model.Scope>> com.capitalone.dashboard.rest.ScopeController.scope(java.lang.String,java.lang.String)
2021-05-05 10:21:10,545 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/score/metric/{dashboardId}],methods=[GET],produces=[application/json]}" onto public com.capitalone.dashboard.model.DataResponse<com.capitalone.dashboard.model.score.ScoreMetric> com.capitalone.dashboard.rest.ScoreController.scoreMetric(org.bson.types.ObjectId)
2021-05-05 10:21:10,545 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/score/settings/type/{scoreValueType}],methods=[GET],produces=[application/json]}" onto public com.capitalone.dashboard.model.score.settings.ScoreCriteriaSettings com.capitalone.dashboard.rest.ScoreCriteriaSettingsController.getScoreCriteriaSettingsByType(com.capitalone.dashboard.model.score.ScoreValueType)
2021-05-05 10:21:10,548 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/serviceaccount_deprecated/allServiceAccounts],methods=[GET]}" onto public java.util.Collection<com.capitalone.dashboard.model.ServiceAccount> com.capitalone.dashboard.rest.ServiceAccountController.getAllServiceAccouts()
2021-05-05 10:21:10,548 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/serviceaccount_deprecated/updateAccount/{id}],methods=[POST],consumes=[application/json],produces=[application/json]}" onto public org.springframework.http.ResponseEntity<java.lang.String> com.capitalone.dashboard.rest.ServiceAccountController.updateAccount(com.capitalone.dashboard.request.ServiceAccountRequest,org.bson.types.ObjectId)
2021-05-05 10:21:10,548 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/serviceaccount_deprecated/deleteAccount/{id}],methods=[DELETE]}" onto public org.springframework.http.ResponseEntity<java.lang.Void> com.capitalone.dashboard.rest.ServiceAccountController.deleteAccount(org.bson.types.ObjectId)
2021-05-05 10:21:10,548 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/serviceaccount_deprecated/createAccount],methods=[POST],consumes=[application/json],produces=[application/json]}" onto public org.springframework.http.ResponseEntity<java.lang.String> com.capitalone.dashboard.rest.ServiceAccountController.createAccount(com.capitalone.dashboard.request.ServiceAccountRequest)
2021-05-05 10:21:10,549 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dashboard/{id}/service],methods=[POST],consumes=[application/json],produces=[application/json]}" onto public org.springframework.http.ResponseEntity<com.capitalone.dashboard.model.Service> com.capitalone.dashboard.rest.ServiceController.createService(org.bson.types.ObjectId,com.capitalone.dashboard.request.ServiceRequest)
2021-05-05 10:21:10,549 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dashboard/{id}/service/{serviceId}],methods=[PUT],consumes=[application/json]}" onto public org.springframework.http.ResponseEntity<com.capitalone.dashboard.model.Service> com.capitalone.dashboard.rest.ServiceController.updateService(org.bson.types.ObjectId,org.bson.types.ObjectId,com.capitalone.dashboard.request.ServiceRequest)
2021-05-05 10:21:10,550 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dashboard/{id}/service/{serviceId}],methods=[DELETE]}" onto public org.springframework.http.ResponseEntity<java.lang.Void> com.capitalone.dashboard.rest.ServiceController.deleteService(org.bson.types.ObjectId,org.bson.types.ObjectId)
2021-05-05 10:21:10,550 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/service],methods=[GET],produces=[application/json]}" onto public java.lang.Iterable<com.capitalone.dashboard.model.Service> com.capitalone.dashboard.rest.ServiceController.services()
2021-05-05 10:21:10,550 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dashboard/{id}/service],methods=[GET],produces=[application/json]}" onto public com.capitalone.dashboard.model.DataResponse<java.util.Map<java.lang.String, java.util.List<com.capitalone.dashboard.model.Service>>> com.capitalone.dashboard.rest.ServiceController.dashboardServices(org.bson.types.ObjectId)
2021-05-05 10:21:10,550 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dashboard/{id}/dependent-service/{serviceId}],methods=[POST],produces=[application/json]}" onto public org.springframework.http.ResponseEntity<com.capitalone.dashboard.model.Service> com.capitalone.dashboard.rest.ServiceController.addDependentService(org.bson.types.ObjectId,org.bson.types.ObjectId)
2021-05-05 10:21:10,550 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dashboard/{id}/dependent-service/{serviceId}],methods=[DELETE]}" onto public org.springframework.http.ResponseEntity<java.lang.Void> com.capitalone.dashboard.rest.ServiceController.deleteDependentService(org.bson.types.ObjectId,org.bson.types.ObjectId)
2021-05-05 10:21:10,550 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dashboard/{id}/service/{serviceId}],methods=[GET],consumes=[application/json]}" onto public org.springframework.http.ResponseEntity<com.capitalone.dashboard.model.Service> com.capitalone.dashboard.rest.ServiceController.refreshService(org.bson.types.ObjectId,org.bson.types.ObjectId,com.capitalone.dashboard.request.ServiceRequest)
2021-05-05 10:21:10,551 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dashboard/{id}/service/{serviceId}],methods=[GET]}" onto public org.springframework.http.ResponseEntity<java.lang.Void> com.capitalone.dashboard.rest.ServiceController.refreshService(org.bson.types.ObjectId,org.bson.types.ObjectId)
2021-05-05 10:21:10,551 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/team],methods=[GET],produces=[application/json]}" onto public java.util.List<com.capitalone.dashboard.model.Team> com.capitalone.dashboard.rest.TeamController.allTeams()
2021-05-05 10:21:10,551 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/teamcollector/{collectorId}],methods=[GET],produces=[application/json]}" onto public java.util.List<com.capitalone.dashboard.model.Team> com.capitalone.dashboard.rest.TeamController.teamsByCollector(java.lang.String)
2021-05-05 10:21:10,552 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/teamcollector/page/{collectorId}],methods=[GET],produces=[application/json]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.capitalone.dashboard.model.Team>> com.capitalone.dashboard.rest.TeamController.teamsByCollectorPage(java.lang.String,java.lang.String,org.springframework.data.domain.Pageable)
2021-05-05 10:21:10,552 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/team/{teamId}],methods=[GET],produces=[application/json]}" onto public com.capitalone.dashboard.model.DataResponse<com.capitalone.dashboard.model.Team> com.capitalone.dashboard.rest.TeamController.team(java.lang.String,java.lang.String)
2021-05-05 10:21:10,552 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/teamInventory],methods=[GET],produces=[application/json]}" onto public com.capitalone.dashboard.model.DataResponse<com.capitalone.dashboard.model.TeamInventory> com.capitalone.dashboard.rest.TeamInventoryController.getTeamWidgetData(com.capitalone.dashboard.request.TeamInventoryRequest)
2021-05-05 10:21:10,553 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/template],methods=[POST],consumes=[application/json],produces=[application/json]}" onto public org.springframework.http.ResponseEntity<com.capitalone.dashboard.model.Template> com.capitalone.dashboard.rest.TemplateController.createTemplate(com.capitalone.dashboard.request.CreateTemplateRequest)
2021-05-05 10:21:10,553 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/template/{id}],methods=[PUT],consumes=[application/json]}" onto public org.springframework.http.ResponseEntity<java.lang.String> com.capitalone.dashboard.rest.TemplateController.updateTemplate(org.bson.types.ObjectId,com.capitalone.dashboard.request.CreateTemplateRequest)
2021-05-05 10:21:10,553 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/template/{id}],methods=[DELETE]}" onto public org.springframework.http.ResponseEntity<java.lang.Void> com.capitalone.dashboard.rest.TemplateController.deleteTemplate(org.bson.types.ObjectId)
2021-05-05 10:21:10,553 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/templates],methods=[GET],produces=[application/json]}" onto public java.lang.Iterable<com.capitalone.dashboard.model.Template> com.capitalone.dashboard.rest.TemplateController.templates()
2021-05-05 10:21:10,553 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/template/{template}],methods=[GET],produces=[application/json]}" onto public com.capitalone.dashboard.model.Template com.capitalone.dashboard.rest.TemplateController.getTemplate(java.lang.String)
2021-05-05 10:21:10,553 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/users],methods=[GET]}" onto public java.util.Collection<com.capitalone.dashboard.model.UserInfo> com.capitalone.dashboard.rest.UserInfoController.getUsers()
2021-05-05 10:21:10,554 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/ui-widget/code-quality],methods=[GET],produces=[application/json]}" onto public com.capitalone.dashboard.model.DataResponse<java.lang.Iterable<com.capitalone.dashboard.model.CodeQuality>> com.capitalone.dashboard.rest.WidgetController.widgetCodeQuality(com.capitalone.dashboard.request.CodeQualityRequest)
2021-05-05 10:21:10,554 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/ui-widget/library-policy],methods=[GET],produces=[application/json]}" onto public com.capitalone.dashboard.model.DataResponse<java.lang.Iterable<com.capitalone.dashboard.model.LibraryPolicyResult>> com.capitalone.dashboard.rest.WidgetController.widgetLibraryPolicy(com.capitalone.dashboard.request.LibraryPolicyRequest)
2021-05-05 10:21:10,554 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/commit/github/v3],methods=[POST],consumes=[application/json],produces=[application/json]}" onto public org.springframework.http.ResponseEntity<java.lang.String> com.capitalone.dashboard.rest.ZCommitController.createGitHubv3(org.json.simple.JSONObject) throws org.json.simple.parser.ParseException,com.capitalone.dashboard.misc.HygieiaException
2021-05-05 10:21:10,555 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/commit],methods=[GET],produces=[application/json]}" onto public com.capitalone.dashboard.model.DataResponse<java.lang.Iterable<com.capitalone.dashboard.model.Commit>> com.capitalone.dashboard.rest.ZCommitController.search(com.capitalone.dashboard.request.CommitRequest)
2021-05-05 10:21:10,558 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2021-05-05 10:21:10,558 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2021-05-05 10:21:10,619 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2021-05-05 10:21:10,627 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.DefaultServletHttpRequestHandler]
2021-05-05 10:21:10,872 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@7103ba38: startup date [Wed May 05 10:21:08 IST 2021]; root of context hierarchy
2021-05-05 10:21:10,937 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in restApiExceptionHandler
2021-05-05 10:21:11,175 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2e367da0, org.springframework.security.web.context.SecurityContextPersistenceFilter@de4d599, org.springframework.security.web.header.HeaderWriterFilter@4ff2ad84, org.springframework.security.web.authentication.logout.LogoutFilter@560d1135, com.capitalone.dashboard.auth.standard.StandardLoginRequestFilter@41e537cb, com.capitalone.dashboard.auth.sso.SsoAuthenticationFilter@2feb0ca8, com.capitalone.dashboard.auth.ldap.LdapLoginRequestFilter@7fb342f8, com.capitalone.dashboard.auth.apitoken.ApiTokenRequestFilter@62f5fbd3, com.capitalone.dashboard.auth.openid.OpenIdAuthenticationFilter@a46c329, com.capitalone.dashboard.auth.token.JwtAuthenticationFilter@7d3f1085, com.capitalone.dashboard.auth.webhook.github.GithubWebHookRequestFilter@18fe3958, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2fc628b6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@62516919, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@551872f7, org.springframework.security.web.session.SessionManagementFilter@27f49b8c, org.springframework.security.web.access.ExceptionTranslationFilter@38274087, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@490f1f20]
2021-05-05 10:21:11,472 [main] INFO  o.s.l.c.s.AbstractContextSource - Property 'userDn' not set - anonymous context will be used for read-write operations
2021-05-05 10:21:11,592 [main] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[localhost:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2021-05-05 10:21:11,651 [cluster-ClusterId{value='6092243f4e604b158724b254', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Exception in monitor thread while connecting to server localhost:27017
com.mongodb.MongoSocketOpenException: Exception opening socket
	at com.mongodb.connection.SocketStream.open(SocketStream.java:62)
	at com.mongodb.connection.InternalStreamConnection.open(InternalStreamConnection.java:126)
	at com.mongodb.connection.DefaultServerMonitor$ServerMonitorRunnable.run(DefaultServerMonitor.java:114)
	at java.lang.Thread.run(Thread.java:748)
Caused by: java.net.ConnectException: Connection refused (Connection refused)
	at java.net.PlainSocketImpl.socketConnect(Native Method)
	at java.net.AbstractPlainSocketImpl.doConnect(AbstractPlainSocketImpl.java:350)
	at java.net.AbstractPlainSocketImpl.connectToAddress(AbstractPlainSocketImpl.java:206)
	at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:188)
	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392)
	at java.net.Socket.connect(Socket.java:589)
	at com.mongodb.connection.SocketStreamHelper.initialize(SocketStreamHelper.java:59)
	at com.mongodb.connection.SocketStream.open(SocketStream.java:57)
	... 3 common frames omitted
2021-05-05 10:21:12,042 [main] INFO  o.s.b.a.s.AuthenticationManagerConfiguration - 

Using default security password: d5984844-c454-49c1-9ce3-12f37a9ac4c0

2021-05-05 10:21:12,211 [main] INFO  c.c.d.auth.DefaultAuthenticationTest - Started DefaultAuthenticationTest in 19.373 seconds (JVM running for 32.526)
2021-05-05 10:21:12,268 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:12,268 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:12,284 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 16 ms
2021-05-05 10:21:12,424 [main] INFO  c.c.d.a.t.JwtAuthenticationFilter -  correlation_id=NULL application=hygieia, service=api, requester=API_USER, duration=112, uri=/registerUser, request_method=POST, response_code=200, client_ip=127.0.0.1
2021-05-05 10:21:12,458 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.capitalone.dashboard.auth.DefaultSecurityTest], using SpringBootContextLoader
2021-05-05 10:21:12,459 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.capitalone.dashboard.auth.DefaultSecurityTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-05-05 10:21:12,464 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener]
2021-05-05 10:21:12,466 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@6863af42, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@58fa2cbe, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@23ce061d, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1374a4cc, org.springframework.test.context.support.DirtiesContextTestExecutionListener@6698105f, org.springframework.test.context.transaction.TransactionalTestExecutionListener@6f8e5fee, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@3c2352ec, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@a47d360, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@2cfb309f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@31176bc1, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@1705fb3d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@236df66e, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@56e75554]
2021-05-05 10:21:22,501 [main] INFO  c.c.d.auth.DefaultSecurityTest - Starting DefaultSecurityTest on Riteshs-MacBook-Pro.local with PID 5511 (started by ritesh in /Users/ritesh/Hygieia/old/api)
2021-05-05 10:21:22,501 [main] INFO  c.c.d.auth.DefaultSecurityTest - No active profile set, falling back to default profiles: default
2021-05-05 10:21:22,505 [main] INFO  o.s.w.c.s.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@28e7e641: startup date [Wed May 05 10:21:22 IST 2021]; root of context hierarchy
2021-05-05 10:21:22,645 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'authProperties' with a different definition: replacing [Generic bean: class [com.capitalone.dashboard.auth.AuthProperties]; scope=singleton; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [/Users/ritesh/Hygieia/old/api/target/classes/com/capitalone/dashboard/auth/AuthProperties.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=testDefaultAuthConfig; factoryMethodName=authProperties; initMethodName=null; destroyMethodName=(inferred); defined in com.capitalone.dashboard.config.TestDefaultAuthConfig]
2021-05-05 10:21:22,651 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'ssoAuthenticationFilter' with a different definition: replacing [Generic bean: class [com.capitalone.dashboard.auth.sso.SsoAuthenticationFilter]; scope=singleton; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [/Users/ritesh/Hygieia/old/api/target/classes/com/capitalone/dashboard/auth/sso/SsoAuthenticationFilter.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=webSecurityConfig; factoryMethodName=ssoAuthenticationFilter; initMethodName=null; destroyMethodName=(inferred); defined in com.capitalone.dashboard.config.WebSecurityConfig]
2021-05-05 10:21:22,651 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'openIdAuthenticationFilter' with a different definition: replacing [Generic bean: class [com.capitalone.dashboard.auth.openid.OpenIdAuthenticationFilter]; scope=singleton; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [/Users/ritesh/Hygieia/old/api/target/classes/com/capitalone/dashboard/auth/openid/OpenIdAuthenticationFilter.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=webSecurityConfig; factoryMethodName=openIdAuthenticationFilter; initMethodName=null; destroyMethodName=(inferred); defined in com.capitalone.dashboard.config.WebSecurityConfig]
2021-05-05 10:21:22,722 [main] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor - Post-processing PropertySource instances
2021-05-05 10:21:22,732 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource Inlined Test Properties [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
2021-05-05 10:21:22,733 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource class path resource [test.properties] [org.springframework.core.io.support.ResourcePropertySource] to EncryptableMapPropertySourceWrapper
2021-05-05 10:21:22,733 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemProperties [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
2021-05-05 10:21:22,733 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemEnvironment [org.springframework.core.env.SystemEnvironmentPropertySource] to EncryptableMapPropertySourceWrapper
2021-05-05 10:21:22,733 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource random [org.springframework.boot.context.config.RandomValuePropertySource] to EncryptablePropertySourceWrapper
2021-05-05 10:21:22,733 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource applicationConfig: [classpath:/application.properties] [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
2021-05-05 10:21:22,733 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource class path resource [version.properties] [org.springframework.core.io.support.ResourcePropertySource] to EncryptableMapPropertySourceWrapper
